skill
Text Editor (vi)
File Attributes
Permission Management
File Archiving (Tar)
File Compression
Process Concepts
Process Control
Terminal Multiplexing
System Monitoring
System Shutdown/Reboot
Root Access
Homework Related Terms
File Information
Wildcard usage
Other Linux Skills
UNIX command
UNIX Permission
UNIX Packaging files
UNIX Compression
Process management
Process Monitoring
System control
UNIX system
Linux server
sudo adduser
sudo useradd
passwd
re-login
switch user command
su [username]
username
password
cd [directory]
change directory
pwd
ls -option
list command
files
directory
Option
hidden file
Xauthority
exrc
mkdir directory
rmdir [-option] directory
touch [filename]
cp [-option] source_file destination_file
mv [-option] source destination
rm [-option] file
mkdir linux
touch Your_name
cp Your_name Your_surname
mv Your_name Your_nickname
rm Your_surname
rmdir linux
rm -rf linux
more [filename]
cat [filename]
less [filename]
head [-n] [filename]
tail [-n] [filename]
clear
date
echo [message]
man [command]
help command
pipe command
find path -name filename -print
locate filename
wc [-option] file
word count
count character
count line
count word
grep [-option] message file
search message
show line number
case sensitive
UNIX Editer
full screen editor
Berkeley
Command mode
delete
cut
paste
move
Edit mode
Edit by keyboard
Last line mode
save
exit
option
Visual Display Editor (vi)
files or directories
user owner
permission
UNIX define 3 sessions
Read Permission
Write Permission
Execute Permission
chmod number filename
number calculate
rwx
rwxr-xr-x
rw-rw-rw-
rwxrwx---
change to
rw-rw-r--
rwxrwxr-x
rwxr--r--
Tar
package multiple files or directory
tar file
verify data
extract data
view content file
define output
"zip, unzip"
"Gzip, gunzip"
"bzip2, bunzip2"
hard compress
gzip test.tar
cvfz test.tar.gz
job or program
UNIX multiple processes
system id
PID
Foreground process
Background process
interactive
Step process
user must wait 10 second
running in background
Parallel process
system return PID
Process viewer
all process
user process
Process killer
kill high priority
Kill process by lookup
Kill process by name
Screen
screen manager
multiple terminal
Detach screen
Attach screen
Display system information
shutdown
Scheduling shutdown
poweroff
Turn of computer
reboot
Reboot system
su
root mode
Homework
files detail
last modify list
last access list
Wildcard character
ALT+CTRL+F1
Is -option
info
Mail Server
Mail Transfer Agent
SMTP
ESMTP (extended SMTP)
User Agent
Eudora
Outlook
elm
Netscape Messenger
Thunderbird
Message Store
POP3 (Post Office Protocol 3)
IMAP (Internet Message Access Protocol)
Electronic Mail
Message Format
RFC 822
MIME (multipurpose Internet mail extensions)
MIME Content Type
plaintext
html
jpeg
gif
basic (8-bit mu-law encoded)
32kadpcm (32 kbps coding)
mpeg
quicktime
msword
octet-stream
TCP/IP ports
Postfix mail server
sasl2-bin
Dovecot
Firewall
Microsoft Exchange
qmail
Exim
sendmail
Gmail
CN310 Server configuration
messaging system
mail transfer agent
user agents
message store
incoming e-mail
outgoing e-mail
message format
Mail Servers
mail servers
MTA
mail transport agent
mail router
Internet mailer
SMTP (Simple Mail Transfer Protocol)
SMTP protocol
mail reader
header lines
To
Date
From
Subject
Message-ID
body
ASCII characters
MIME content type
MIME version
multimedia data type
subtype
parameter declaration
encoded data
Content-Type
Content-Transfer-Encoding
plain
Linux system
Networking
Network Connection
Network Services
FTP
Accessing FTP Servers
FTP Servers
Web
Network Diagnostic Checks
Remote Login
Secure Shell (SSH)
Openssh
SSH package
Server program-sshd
ssh localhost
ssh -l supakit <IP>
ssh supakit@<IP>
ssh IP
SSH password less
ssh-keygen
cd .ssh
scp id_rsa.pub <USER>@<IP>:
mkdir .ssh
cp id_rsa.pub .ssh
cp id_rsa.pub authorized_keys
ssh <USER>@<IP>
power-shell/Terminal
Command-line tools
Server
Client
Client utility
Data encoding
Networking toolkit
User passwords
Public key encryption
ip addr
Mac
Anonymous access
Password access
Text-mode program
ftp ftp.psu.ac.th
Using ping for System Testing
ping utility
Network connectivity
ping 127.0.0.1
Basic Network commands
IP
Network configuration command
ifconfig command
Linux administrators
assign and remove addresses
ip addr show dev ens33
ip link
ip -s link
ip route
ip neigh
Modifying address and link properties
sudo ip addr add 192.168.1.1/24 dev ens33
sudo ip addr del 192.168.1.1/24 dev ens33
sudo ip link set ens33 up
sudo ip link set ens33 down
sudo ip link set ens33 mtu 9000
Set sub-interface command
sudo ip addr add 10.10.10.1/24 dev ens33:1
Route command output
sudo ip route add 192.168.100.0/24 dev ens33
sudo ip route add default via 192.168.1.1 dev ens33
sudo ip route add 192.168.200.0/24 via 192.168.1.1
sudo ip route delete 192.168.200.0/24 via 192.168.1.1
sudo ip route replace 192.168.100.0/24 dev ens34
Disable cloud init
Static IP Configuration
Interface configuration
sudo cat /etc/netplan/00-installer-config.yaml
sudo mv /etc/netplan/50-cloud-init.yaml /etc/netplan/50-cloud-init.yaml.org
sudo vi /etc/netplan/01-netcfg.yaml
sudo netplan apply
dhcp4
addresses
routes
nameservers
Configuring the DNS Resolver
Reverse DNS
Resolver
etc/resolv.conf
nameserver
etc/hosts file
Map host name
DNS Config
DNS resolving
HOSTNAME
nslookup
dig
host
Install extra-package for network command
net-tools
whois
ip owner
Query DNS records
A Record
CNAME
MX Record
Host command
Ethtool
Network Interface Card (NIC)
traceroute
tracepath
Routing Patterns
tracepath example
Show socket (SS) command
Check listen port/service
The old version of network command
route
netstat
arp
Ubuntu
File Transfer Protocol
SSH
Anonymous
Anonymous Logon
ping
ifconfig
DHCP
domain information groper
Dig
NIC
SS
Network
IPv4
IP Address Class
Private IP
Public IP
Multicast Address
Subnet
Subnet Mask
Network Identifier
Host Identifier
Host Address
Network Address
Broadcast Address
MAC Address
Hardware
Host Name
Internet
Intranet
NAT
Router
Switch
TCP/IP
DNS Server
Bit
Byte
Real IP
IP version 4
network number
net directed broadcast
Station Address
Network Interface Card
LAN Card
Network Address Translation
Linux Distribution
Debian
Package Management
APT
DPKG
Packages
Debian binary package
apt-get
apt-cache
Package Information
apt-get install
Remove Packages
dpkg
iptables
Samba
packages management
apt-get commands
Advanced Package Tool
.deb
dpkg -l
DPKG packaging system
apt-get remove
apt-get purge
apt-get download
clean
autoclean
--no-upgrade
upgrade packages
apt-cache search
showpkg
package stat
package information
Update database
hit
get
ign
Auto-completion
Wildcard
UFW command
ufw enable
ufw allow
numbered format
ufw insert
ufw deny
ufw delete
/etc/ufw/applications.d
ufw app list
Uncomplicated Firewall
IPv6
proto tcp
Computer Server Configuration
Linux Server
Gateway
Email
Host Alias
Container
Docker Compose
OnlyOffice
Application
Monitoring
UNIX Server
Distributed Version Control System
Centralized Version Control System
SVN
CVS
Repositories
Commit
Push
Pull
Clone
Branching
Merging
working directory
staging area
local copy
DVCS
CVCS
Subversion
Repository
Containers
Container Overview
Docker Family Tree
Docker Enterprise Edition
Docker Community Edition
Moby Project
Container platform
Framework
Application Deployment
Virtual Machine (VM)
Resource pooling
Cloud
Resource allocation
Operating System (OS) Kernel
Standardized packaging
Software Dependencies
App construct
Infrastructure level
Process layers
Docker Basics
Docker Container
Image
Engine
Registry
Control Plane
Docker Engine
Volumes
Orchestration
Image Registry
Software Supply Chain
Development Environments
Continuous Integration and Delivery
Build
Ship
Run
Lifecycle Workflow
Docker Images
Docker run
Docker ps
Docker attach
Docker kill
Docker commit
Docker exec
Dockerfile
Wordpress
Mysql
Docker Register
VM
OS Kernel
Server Technologies
Computer Server
Rack and Tower Servers
Rack Servers
Tower Servers
Mini PC
PC Tower
Rack Unit
Pull off
Hot-Swap Redundant Fans
RAID Adapter
M.2 Adapter
Memory DIMM
ECC Memory
Memory Channel
Mulitprocessor Memory Mapping
Server OS
Linux Distributions
Ubuntu Server
Vmware/VirtualBox
Multipass
Cloud-init
Linux Commands
Linux Package management
Mail
Server VS. PC
Intel Xeon Scalable Platform
Data Center Innovation
Agile Infrastructure
Trusted Infrastructure
Agility
Compute
Storage
Data Security
Service Delivery
Sockets of Processor
Scalable Processors
Workload-Optimized Hybrid Cloud
Memory
Accelerator
Mainstream
Efficient
Entry
Intel Xeon Scalable Processors
IPC Improvement
AI Inference
Processors
Memory Bandwidth
DDR5
I/O Bandwidth
PCIe
Inter-Socket Bandwidth
UPI
Compute Express Link (CXL)
AI Accelerator
Integrated IP Accelerators
ISA Accelerators
Power Efficiency
Hardware Enhanced Security
CPU Max Series
Emerald Rapids
CPU Specs
TDP
Platform Topologies
AMD EPYC
DDR4
CN310 Server
Rack Server
Rack Mount
Hot-Swap Fans
Error Collection Code Memory
CXL
Web Server Administration
Nginx Web Server
Lighttpd Web Server
Caddy Web Server
OpenLiteSpeed Web Server
Hiawatha Web Server
Linux Service Management
Linux Service
Firewall Configuration
UFW Firewall
Systemd
Virtual Host Configuration
TLS/SSL
Self-Signed SSL Certificate
CN310
terminal
systemd
virtual hosts
TLS/SSL encrypted traffic
https
Apache firewall
port 80
port 443
a2ensite
a2dissite
apache2ctl configtest
sudo systemctl status apache2
Nginx
Lighttpd
Caddy
OpenLiteSpeed
Hiawatha
sudo apt install apache2
sudo ufw app list
sudo ufw allow 'Apache'
sudo ufw status
sudo mkdir
sudo chown
sudo chmod
index.html
sudo vim
self-signed-ssl-certificate
Lecture
Course logistics
OS Textbook
Operating System Concepts
Homeworks
Tests
Grading Policy
Programming assignment
Introduction
Operating System components
Computer System Organization
CPU
Disk controller
Printer controller
Tape-drive controller
Memory controller
System bus
Computer hardware
Application programs
Flexibility
Embedded operating systems
Cell phones
Sensors
Controllers
Real-time operating systems
Aircraft control
Multimedia services
Hardware Complexity
Moore's Law
Transistors
Chip
Intel Multicore Chipsets
Software Complexity
Source code
I/O devices
System programs
Resource allocator
Control program
Multi-Tasking
Single-Tasking
Multiprogramming
Timesharing
Job scheduling
Process
CPU scheduling
Swapping
Virtual memory
Process Management
Process termination
Program counter
Multi-threaded process
Concurrency
Threads
Process Synchronization
Process Communication
Deadlock Handling
Memory Management
CPU utilization
File-System management
Directories
Access control
Secondary storage
Stable storage
Non-volatile storage media
Protection
Denial-of-service
Worms
Viruses
Identity theft
Privilege escalation
User IDs
Group ID
OS
Assignments
Midterm
Final Exam
Operating System Textbook
Input/Output devices
DoS
File System
File Concept
File Structure
Extension
File Operations
Open Files
Open File Locking
Partitions and Mounting
Directory Implementation
Hash Table
Operations Performed on Directory
Organize the Directory (Logically) to Obtain
Tree-Structured Directories
File Sharing
File Sharing - Consistency Semantics
Types of access
RAID
RAID LEVEL 2: Hamming Code ECC
RAID 3
RAID 4
RAID 5
RAID LEVEL 6: Independent Data Disks with Two Independent Distributed Parity Schemes
RAID LEVEL 50: High I/O Rates & Data Transfer Performance
RAID LEVEL 0+1: High Data Transfer Performance
I/O
Program
File permission
user identification
directory structure
mount table
root partition
boot loader
boot block
metadata
Example File Systems
File Systems
logical address space
numeric
character
binary
sequence of words
bytes
Simple record structure
Lines
Fixed length
Variable length
Complex Structures
Formatted document
Relocatable load file
List of file extensions
file.bak
file.c
file.gif
file.hlp
file.html
file.jpg
file.mp3
file.mpg
file.o
file.pdf
file.ps
file.tex
file.txt
file.zip
Name
Identifier
Type
Location
Size
abstract data type
Create
Write
Read
Reposition within file - seek
Delete
Truncate
Open
Close
Open file table
File pointer
File-open count
Disk location
Access rights
read-write lock
Shared lock
Exclusive lock
Mandatory
Advisory
Partition
volume
file system
raw
Boot block
Root partition
Linear list
data blocks
hash data structure
Collisions
Search for a file
Create a file
Delete a file
List a directory
Rename a file
Traverse the file system
Efficiency
Naming
Grouping
Current directory
Absolute
relative path name
Tree-Structured Directories (Cont)
multi-user systems
protection scheme
distributed systems
Network File System (NFS)
Group IDs
remote computing
Consistency semantics
process synchronization
Andrew File System (AFS)
Unix file system (UFS)
session semantics
owner/creator
Access Lists and Groups
Mode of access
classes of users
owner access
group access
public access
Execute
Append
List
RAID 0
RAID 1
RAID 2
RAID 6
RAID 10
RAID 50
RAID 0+1
Hamming code
error correction
byte
level striping
parity disk
block
striping with parity data
ECC Code
Striping Layer
Mirroring
File System Implementation
Local File Systems
Directory Structures
Block Allocation
Free-block Algorithms
File System Layers
UFS
FFS
FAT
FAT32
NTFS
Extended File System
ext2
ext3
ZFS
GoogleFS
Oracle ASM
FUSE
File-System Structure
Logical Storage Unit
Blocks
Sectors
File Control Block (FCB)
Device Driver
File permissions
File Dates
Inode number
File Owner
Layered File System
Logical File System
File-Organization Module
Basic File System
I/O Control
Devices
File Organization Module
Inodes
Directory Management
Allocation Methods
Contiguous Allocation
External Fragmentation
Compaction Off-Line
Extent-Based Systems
Extent
Linked Allocation
Internal Fragmentation
Indexed Allocation
Index Block
Free-Space Management
Free-Space List
Bit Vector
Linked Free Space List
Disk Allocation
Directory Algorithms
Data Rate
Disk Space Efficiency
Buffer Cache
Synchronous
Asynchronous
Free-Behind
Read-Ahead
Page Cache
Memory-Mapped I/O
Routine I/O
Double Caching
Unified Buffer Cache
Recovery
Consistency Checking
Back Up
Restoring
Log Structured File Systems
Journaling
Transaction
Socket
Thread
GUI
UNIX UFS
File Allocation Table
FCB
Bit Map
Process Concept
Process State
Process Control Block (PCB)
Process Scheduling
Job queue
Ready queue
Device queues
Process Schedulers
Long-term scheduler
Short term scheduler
Medium Term Scheduling
Medium Term Scheduler
Context Switch
Process Profiles
I/O bound process
CPU bound process
Operations on Processes
Process creation
Parent process
Child process
Process Termination
Cooperating Processes
Independent process
Interprocess Communication (IPC)
Producer-Consumer Problem
Message system
Direct Communication
Indirect Communication
Buffering
Synchronization
Sockets
Socket Communication
Multiple cores
PCB
Processes Scheduling
Job scheduler
CPU scheduler
CPU Switch
Interprocess Communication
IPC
Operating Systems
Operating System Structures
Computer System
Computer System Architecture
Abstract View of Computer System
OS Interface with Hardware
Disk Controller
Printer Controller
Tape-drive Controller
Memory Controller
System Bus
Execution Sequence
Fetch Instruction
Decode
Registers
PC
Calculating
DISK
CD-ROM
MOUSE
Monitor
I/O Devices
Device Controller
Local Buffer
Main Memory
Interrupts
Interrupt Service Routine
Interrupt Vector
Interrupt Request
Interrupt Priority
Polling
Vectored Interrupt System
Interrupt Handling
I/O Structure
Synchronous I/O
Asynchronous I/O
Wait instruction
System Call
Device Status table
Direct Memory Access (DMA)
High Speed I/O
Data
Buffer Storage
CPU Intervention
Hardware Protection
Dual Mode Operation
Protect User Process
I/O Protection
Privileged Access
Memory Protection
Memory boundaries Limit
CPU Protection
User Mode
Monitor Mode
Supervisor Mode
Kernel Mode
Mode Bit
Fault
Privileged Instructions
Base Register
Limit Register
Hardware Address Protection
Trap to Operating System
Trap
Memory Addressing Error
Address Space
Stack
Heap
Text
Virtual Address
Physical Address Space
Translation Map
Timer
Time Sharing
Load Timer
OS Interface with Applications
Assembly Language
Macros
Subroutines
Memory Tables
Standard C Library
Windows System Calls
Unix System Calls
User Operating System Interface - CLI
Direct Command Entry
Systems Program
Shells
User Operating System Interface - GUI
User Operating System Interface
Desktop
Metaphor Interface
Icons
Folder
Touchscreen Interfaces
Touchscreen Devices
System Programs
File Management
Status Information
Configuration Information
File Modification
Text Editors
Programming-Language Support
Compilers
Assemblers
Debuggers
Interpreters
Program Loading and Execution
Absolute Loaders
Relocatable Loaders
Linkage Editors
Overlay-Loaders
Debugging Systems
OS Design
